user_id,anime_id,rating
0,430,9
0,1004,5
0,3010,7
0,570,7
0,2762,9
0,431,8
0,578,10
0,433,6
0,1571,10
0,121,9
0,356,9
0,1250,7
0,2913,6
0,1689,6
0,68,6
0,1829,7
0,600,6
0,3418,9
0,164,8
0,1894,7
0,415,10
0,2236,10
0,448,5
0,2034,8
0,2547,7
0,169,7
0,199,8
0,174,4
0,2543,7
0,466,7
0,459,9
0,1047,6
0,2248,6
0,4086,6
0,419,8
1,22535,9
1,32281,10
1,38000,9
1,18679,6
1,37497,8
1,40221,8
1,37999,8
1,28851,9
1,11061,9   
1,37965,9
1,30831,7
1,38826,8
1,11771,7
1,16894,7
1,24415,7
1,34599,8
1,19,9
1,20,10
1,442,7
1,936,6
1,2144,6
1,37259,8
1,32937,7
1,40776,9
1,36456,8
1,32935,8
1,6547,6
1,9919,8
1,5081,8
1,31043,9
1,31964,9
1,33486,8
1,1735,10
1,38408,8
1,28755,8
1,1575,10
1,38883,8
1,35849,6
1,18689,8
1,38731,8
1,30230,8
1,38691,9
1,38671,7
1,40956,7
1,5114,10
1,37349,7
1,20583,8
1,28891,8
1,1535,9
1,2472,7
1,23273,9
1,6325,7
1,35847,7
1,35507,7
1,37779,9
1,33161,8
1,23847,8
1,18753,7
1,39547,9
1,14813,8
1,33352,7
1,37521,9
1,39940,7
1,4224,9
1,41353,8
1,37430,8
1,2752,8
1,4053,9
1,995,8
1,22,9
1,9253,10
1,21881,5
1,11757,5
1,32188,10
1,16870,9
1,4437,7
1,36949,8
1,32282,8
1,8246,7
1,10589,7
1,13667,8
1,19815,8
1,30276,8
1,34134,7
1,14749,7
1,36259,6
1,31240,8
1,39587,9
1,35788,8
1,13759,7
1,38329,9
1,199,10
1,154,8
1,22199,7
1,11371,7
1,16498,10
1,25777,10
1,35760,10
1,28171,8
1,40902,7
1,37450,10
1,11577,10
1,30484,10
2,31580,7
2,37086,8
2,1604,9
2,22535,8
2,189,8
2,34599,7
2,29575,8
2,10620,8
2,32182,9
2,23755,9
2,20,9
2,1735,9
2,35581,8
2,5040,9
2,30276,9
2,34134,9
2,11499,7
2,29786,8
2,16498,9
2,28171,9
2,9253,9
2,3455,8
2,22319,8
2,5762,7
2,34933,8
2,26055,9
2,7661,8
2,14719,9
2,20899,9
2,35028,8
2,368,8
2,31964,8
2,33486,9
2,31740,7
2,1575,9
2,1535,10
2,28223,8
2,226,8
2,38671,8
2,2904,10
2,15,9
2,71,8
2,263,10
2,270,9
2,24703,8
2,15451,9
2,8074,6
2,11061,10
2,34542,7
2,32872,7
2,28961,7
3,25835,8
3,28171,8
3,32282,8
3,35788,9
3,9253,9
3,5958,8
3,8407,8
3,2418,8
3,29786,7
3,18277,7
3,9863,9
3,23273,8
3,37450,9
3,2104,8
3,18119,8
3,38787,7
3,4063,7
3,20847,8
3,8675,8
3,10464,8
3,5909,8
3,5681,9
3,6500,6
3,11499,7
3,205,9
3,38759,7
3,29758,3
3,25157,7
3,35790,9
3,5300,8
3,14075,8
3,1195,7
3,18677,7
3,35507,8
3,28677,7
3,23847,8
3,14813,8
3,33094,7
3,35968,9
3,10521,7
3,6956,7
3,16742,7
3,2608,8
3,27387,7
3,34902,8
3,28025,8
3,2129,7
3,13759,8
3,26443,6
3,4224,8
3,18139,7
3,14227,9
3,16011,7
3,4654,7
3,28979,7
3,13663,7
3,32093,8
3,131,8
3,28617,7
3,23277,7
3,18095,7
3,30503,8
3,20507,8
3,6023,6
3,3467,7
3,19815,8
3,11597,8
3,27787,7
3,15315,8
3,17074,8
3,30307,7
3,31442,7
3,6512,7
3,16067,9
3,5597,7
3,6712,7
3,4081,8
3,10379,8
3,12467,7
3,30,8
3,36038,7
3,31404,7
3,31953,8
3,10165,9
3,3673,7
3,18897,8
3,23755,7
3,30727,8
3,28819,7
3,6324,6
3,20709,7
3,2993,7
3,22865,7
3,32951,7
3,30015,8
3,6675,9
3,31240,9
3,30296,7
3,10611,7
3,13601,9
3,30240,8
3,35240,8
3,32603,7
3,6201,6
3,5682,8
3,31645,7
3,10588,8
3,21473,8
3,8795,8
3,26243,7
3,29803,8
3,8769,7
3,28297,8
3,25099,7
3,14199,6
3,30276,8
3,10711,8
3,19221,8
3,32542,8
3,8424,7
3,23199,8
3,6746,8
3,37982,7
3,3702,8
3,9379,7
3,24031,8
3,33988,8
3,28223,7
3,6880,7
3,27831,7
3,19163,7
3,6573,7
3,2025,7
3,11843,8
3,16592,8
3,33028,8
3,32189,8
3,34103,8
3,12549,7
3,20031,7
3,15583,7
3,226,9
3,32901,6
3,28221,6
3,14811,7
3,19363,9
3,16918,9
3,18465,8
3,2508,8
3,240,8
3,23289,8
3,28907,8
3,32071,7
3,25183,7
3,24765,7
3,33731,8
3,4725,7
3,73,8
3,71,7
3,9367,7
3,31376,7
3,227,8
3,11741,9
3,10087,8
3,27821,8
3,1,9
3,1575,8
3,2167,8
3,14741,8
3,6166,7
3,7647,8
3,33506,8
3,9919,8
3,11111,8
3,11433,9
3,9989,8
3,6547,8
3,22147,8
3,32828,8
3,22729,7
3,47,9
3,4744,7
3,22199,7
3,32323,7
3,34881,8
3,1292,8
3,12291,7
3,25397,6
3,32998,8
3,31646,9
3,4999,6
3,21431,6
3,66,9
3,2251,9
3,28999,8
3,10578,6
3,5356,7
3,1689,8
3,14345,8
3,38186,7
3,14967,8
3,10719,7
3,31043,7
3,11633,7
3,34618,7
3,32086,8
3,1519,9
3,889,9
3,20787,7
3,13535,8
3,10396,8
3,22789,8
3,10030,9
3,7674,8
3,5081,8
3,7817,7
3,17895,10
3,2904,8
3,17729,7
3,30831,9
3,31952,7
3,11887,8
3,8876,8
3,33206,8
3,31798,8
3,7593,6
3,22535,8
3,16732,7
3,32281,9
3,3229,7
3,11079,7
3,36407,6
3,3464,7
3,34451,9
3,24439,7
3,6205,6
3,14807,9
3,5205,10
3,5204,7
3,4282,8
3,32937,8
3,4280,8
3,8841,7
3,15379,7
3,2494,7
3,10620,8
3,2963,7
3,20541,7
3,11761,7
3,10110,7
3,10721,8
3,31845,6
3,10397,7
3,33487,7
3,21863,7
3,10213,7
3,31741,8
3,24455,7
3,3654,8
3,189,7
3,13655,7
3,7148,7
3,18153,8
3,32949,8
3,43,8
3,10790,8
3,3783,8
3,13367,7
3,29095,8
3,7088,7
3,12189,8
3,10079,6
3,33241,7
3,36296,9
3,8074,7
3,15451,8
3,11617,7
3,5630,8
3,8630,7
3,15225,7
3,10187,8
3,2026,7
3,5150,8
3,15809,8
3,32648,8
3,6574,8
3,11785,7
3,13161,7
3,3782,8
3,29093,8
3,15059,8
3,22507,8
3,24703,8
3,18,8
3,3503,7
3,185,7
3,10568,8
3,16009,8
3,10080,8
3,8525,8
3,7054,8
3,14467,8
3,28387,7
3,15735,7
3,13331,7
3,3958,8
3,23121,6
3,29785,7
3,187,8
3,34542,8
3,37497,9
3,186,8
3,5781,9
3,36220,8
3,9041,7
4,7103,7
4,435,8
4,585,9
4,334,8
4,5030,5
4,158,6
4,273,7
4,164,7
4,1563,9
4,149,7
4,690,7
4,191,7
4,190,7
4,189,7
4,4898,7
4,146,6
4,3392,7
4,1579,9
4,6045,10
4,1691,8
4,2926,8
4,192,7
4,3655,8
4,1860,8
4,1698,8
4,2683,7
4,145,8
4,1043,7
4,182,8
4,849,8
4,3470,8
4,100,7
4,355,5
4,561,7
4,1914,8
4,4081,5
4,957,8
4,2369,8
4,238,7
4,1601,7
4,907,7
4,5530,7
4,853,9
4,1029,7
4,6023,7
4,3467,7
4,4477,9
4,1699,9
4,5680,8
4,101,8
4,578,7
4,831,7
4,4975,6
4,372,9
4,371,7
4,232,9
4,694,5
4,1689,10
4,1542,8
4,105,8
4,1222,8
4,819,8
4,150,9
4,68,7
4,530,7
4,104,8
4,3359,7
4,3549,8
4,4744,5
4,656,8
4,4224,9
4,4548,8
4,59,7
4,1575,10
4,2904,10
4,61,7
4,5630,8
4,4551,9
4,644,7
4,1142,9
4,16,9
4,476,7
4,1571,9
4,128,5
4,127,7
4,74,8
4,3731,9
4,4725,7
4,381,7
4,380,7
4,123,10
4,71,8
4,120,9
4,356,8
4,393,5
4,2035,9
4,345,8
4,1535,10
4,124,7
4,2105,7
4,5300,7
4,969,9
4,156,7
4,595,7
4,155,5
4,861,8
4,3091,9
4,4918,8
4,1562,8
4,3457,9
4,4752,9
4,177,9
4,807,7
4,4938,8
4,2685,8
4,178,8
4,179,6
4,743,7
5,617,5
5,14713,10
5,2034,9
5,1261,7
5,7593,7
5,256,8
5,9656,9
5,6045,10
5,21863,8
5,10460,8
5,7769,8
5,877,10
5,32899,9
5,6127,2
5,4224,9
5,1218,7
5,3044,10
5,513,8
5,7396,6
5,79,8
5,199,9
5,3186,10
5,846,10
5,24,10
5,30240,6
5,325,8
5,134,9
5,2963,10
5,37105,8
5,17777,6
5,241,9
5,487,8
5,36904,9
5,5112,10
5,8676,5
5,66,9
5,6287,6
5,6645,8
5,226,10
5,120,10
5,33222,7
5,2890,9
5,36873,7
6,437,8
6,1525,6
6,527,7
6,8297,5
6,4130,6
6,1943,10
6,9782,7
6,1047,8
6,1029,7
6,5957,7
6,10197,9
6,3358,9
6,10161,8
6,1982,7
6,2842,5
6,1119,6
6,11073,6
6,5526,6
6,4795,6
6,4793,6
6,5529,6
6,1709,6
6,6877,6
6,2363,7
6,2201,5
6,1121,6
6,1120,6
6,6953,1
6,1118,6
6,1117,6
6,528,7
6,1122,5
6,8857,7
6,4134,5
6,30,8
6,149,9
6,3057,2
6,276,6
6,9756,10
6,11981,10
6,10519,2
6,2911,8
6,273,4
6,4792,6
6,158,8
6,3468,7
6,10721,10
6,1972,7
6,522,7
6,512,7
6,32,9
6,1810,6
6,416,10
6,11883,3
6,11897,6
6,597,8
6,594,5
6,2144,3
6,936,4
6,279,8
6,442,7
6,2897,6
6,323,9
6,164,10
6,2235,8
6,8460,6
6,10620,8
6,20,5
6,1527,4
6,2605,8
6,659,8
6,3594,8
6,391,6
6,5141,9
6,13675,5
6,5118,9
6,849,10
6,2001,10
6,2290,6
6,5681,9
6,979,6
6,3470,6
6,3588,7
6,2616,6
6,2161,6
6,6607,3
6,2596,8
6,4107,9
6,6548,8
6,10294,7
6,523,7
6,6641,7
6,916,5
6,2236,9
6,11099,8
6,5947,9
6,9941,10
6,51,7
6,513,9
6,8348,7
6,4705,6
6,10622,8
6,3352,8
6,6505,9
6,907,8
6,4715,9
6,8840,7
6,6547,10
6,10067,8
6,1640,6
6,3080,8
6,6721,5
6,9989,10
6,1223,9
6,6950,3
6,1205,10
6,3401,7
6,1554,6
6,5168,5
6,6281,6
6,9846,7
6,54,7
6,3420,8
6,6535,4
6,6682,7
6,8800,8
6,6973,8
6,199,9
6,8063,8
6,9926,9
6,433,8
6,7739,1
6,7031,4
6,65,7
6,1719,9
6,2237,7
6,64,6
6,5080,4
6,11687,4
6,3772,5
6,557,5
6,2167,9
6,1593,7
6,3604,8
6,6984,8
6,5630,8
6,6372,7
6,6637,7
6,6399,7
6,3165,7
6,8074,7
6,1889,10
6,6064,5
6,10491,3
6,3652,9
6,2899,10
6,256,9
6,934,10
6,1220,7
6,1852,7
6,10497,9
6,4353,7
6,7472,7
6,5041,7
6,7596,8
6,9598,7
6,10477,9
6,7024,4
6,413,1
6,1030,8
6,7728,5
6,5060,9
6,9865,9
6,7337,8
6,8479,9
6,3298,8
6,850,9
6,578,8
6,431,9
6,572,7
6,1606,6
6,7030,5
6,486,9
6,2175,8
6,1379,9
6,1004,8
6,3466,8
6,43,9
6,467,8
6,1566,9
6,3447,5
6,1335,8
6,801,8
6,9333,8
6,9911,6
6,143,10
6,10298,6
6,7088,7
6,468,9
6,451,7
6,9041,4
6,9001,9
6,4966,5
6,9366,7
6,228,7
6,3713,7
6,3092,10
6,4814,10
6,6553,8
6,8339,8
6,7054,8
6,1594,8
6,555,5
6,2890,7
6,8187,7
6,11679,3
6,3841,8
6,4138,6
6,3962,7
6,60,6
6,4450,4
6,8628,8
6,2274,6
6,10713,7
6,1723,9
6,4181,9
6,6351,8
6,4059,9
6,1890,6
6,2768,7
6,1575,8
6,3087,8
6,5356,9
6,2251,9
6,3901,9
6,10396,8
6,12079,7
6,7059,7
6,1686,7
6,11689,3
6,2889,7
6,11869,6
6,2964,7
6,8939,7
6,7597,8
6,4177,9
6,1657,4
6,11691,7
6,1496,5
6,8728,7
6,2904,8
6,376,6
6,2759,8
6,3784,8
6,6922,6
6,227,6
6,11795,8
6,226,9
6,8178,7
6,72,6
6,121,10
6,5114,10
6,7902,8
6,908,6
6,430,8
6,71,7
6,1953,7
6,8408,9
6,4158,7
6,5163,8
6,514,6
6,1,6
6,2724,7
6,11843,8
6,2025,7
6,6746,10
6,4182,7
6,1535,7
6,552,7
6,1313,7
6,2961,7
6,1132,5
6,874,6
6,6880,7
6,10714,8
6,554,3
6,10716,7
6,10715,8
6,3485,7
6,2404,7
6,1894,3
6,481,4
6,4548,7
6,6748,7
6,1543,7
6,553,9
6,11915,3
6,1958,7
6,9331,8
6,3070,4
6,6616,10
6,5365,10
6,4066,8
6,1650,7
6,9777,4
6,10717,7
6,688,7
6,689,8
6,3457,9
6,1607,7
6,3737,5
7,8768,6
7,431,9
7,14713,7
7,7088,7
7,5680,9
7,9617,10
7,7791,9
7,7054,8
7,1691,7
7,1195,8
7,3712,7
7,1840,8
7,11319,8
7,14813,7
7,18245,8
7,10162,10
7,4224,8
7,14227,9
7,8074,7
7,16011,8
7,22319,9
7,6205,5
7,11617,7
7,15037,7
7,13161,7
7,6682,6
7,11759,7
7,102,7
7,22199,8
7,8676,8
7,6547,9
7,11433,9
7,21995,8
7,7647,7
7,5081,8
7,22789,9
7,15809,8
7,21405,8
7,4181,10
7,20021,8
7,15583,7
7,19163,8
7,6880,7
7,226,9
7,5114,10
7,23289,7
7,17895,9
7,8425,8
7,10793,8
7,2167,9
7,21881,7
7,10521,9
7,14289,9
7,6007,9
7,5341,9
7,2966,9
7,12355,9
7,19815,8
7,11597,7
7,18897,7
7,16067,7
7,2926,7
7,19221,7
7,15315,8
7,10620,9
7,14833,7
7,20785,8
7,11981,9
7,9756,8
7,15379,8
7,16001,8
7,11887,9
7,11757,8
7,16762,8
7,8476,7
7,10711,7
7,15775,9
7,8407,5
7,5958,5
7,16498,8
7,21843,8
7,199,10
7,2476,7
7,11499,7
7,13759,10
7,20047,8
7,710,6
8,16742,5
8,4181,9
8,31297,9
8,32093,8
8,23273,7
8,10161,6
8,31,8
8,30,9
8,14713,6
8,10408,9
8,578,9
8,33222,9
8,226,7
8,2167,8
8,22199,7
8,31043,6
8,18671,8
8,11701,7
10,3652,8
10,934,9
10,1889,9
10,10491,5
11,11759,7
11,6280,4
11,8516,8
11,9471,9
11,20787,9
11,1686,8
11,14345,8
11,10897,7
11,7791,8
11,14027,8
11,21405,10
11,8,10
11,1123,7
11,10719,9
11,14967,9
11,9617,8
11,10794,9
11,6347,9
11,3901,9
11,2251,9
11,7817,7
11,11111,9
11,6547,9
11,22147,9
11,22199,9
11,8074,8
11,20853,9
11,24231,8
11,25159,8
11,3791,9
11,857,9
11,9041,9
11,18247,7
11,20045,8
11,5680,9
11,16157,6
11,57,10
11,2904,10
11,527,8
11,528,9
11,9734,7
11,8525,9
11,10080,10
11,16706,10
11,21563,7
11,19685,7
11,21511,7
11,3323,6
11,11771,9
11,16894,9
11,18153,10
11,17265,10
11,23321,7
11,15051,9
11,19111,9
11,1887,8
11,17247,10
11,8792,5
11,18115,9
11,19369,9
11,853,9
11,19221,9
11,14749,9
11,263,9
11,20689,8
11,14513,9
11,19769,7
11,20785,7
11,23945,7
11,21603,7
11,1575,10
11,8424,8
11,15315,9
11,1118,6
11,164,7
11,27787,9
11,19815,10
11,21177,8
11,19855,7
11,20507,8
11,7769,7
11,8769,10
11,10020,9
11,13659,9
11,18857,9
11,18897,10
11,1119,7
11,23421,8
11,28497,10
11,3588,10
11,21507,8
11,18277,10
11,5681,8
11,11757,8
11,21881,8
11,1731,7
11,21353,7
11,22319,10
11,16011,10
11,6802,10
11,4224,10
11,10321,8
11,12711,8
11,19151,7
11,6956,10
11,25879,9
11,10521,10
11,14813,8
11,23847,8
11,28677,9
11,764,8
11,25157,9
11,17729,9
11,28171,9
11,16498,10
11,22865,9
11,2993,8
11,4214,9
11,20709,7
11,24,9
11,846,10
11,517,8
11,5940,7
11,22877,8
